Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collected_by	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host_disease	Host	Instrument	Isolate	Isolation_Source	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study
SRR19868878	AMPLICON	74	255219267	PRJNA614995	SAMN29379037	SARS-CoV-2: clinical or host-associated	77050828	UPHL_ID	Utah Public Health Laboratory	2022/5/9	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912284	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619873936	patient isolate	UT-UPHL-220619873936	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619873936	SRP253926
SRR19868881	AMPLICON	73	170162586	PRJNA614995	SAMN29379034	SARS-CoV-2: clinical or host-associated	44380269	UPHL_ID	Utah Public Health Laboratory	2022/6/11	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912281	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619359052	patient isolate	UT-UPHL-220619359052	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619359052	SRP253926
SRR19868882	AMPLICON	74	484315417	PRJNA614995	SAMN29379033	SARS-CoV-2: clinical or host-associated	164083557	UPHL_ID	Utah Public Health Laboratory	2022/5/17	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912280	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619078759	patient isolate	UT-UPHL-220619078759	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619078759	SRP253926
SRR19868888	AMPLICON	74	443517730	PRJNA614995	SAMN29379028	SARS-CoV-2: clinical or host-associated	114086019	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912635	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619052017	patient isolate	UT-UPHL-220619052017	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619052017	SRP253926
SRR19868892	AMPLICON	74	703918983	PRJNA614995	SAMN29379024	SARS-CoV-2: clinical or host-associated	219860578	UPHL_ID	Utah Public Health Laboratory	2022/5/31	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912631	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619888134	patient isolate	UT-UPHL-220619888134	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619888134	SRP253926
SRR19868935	AMPLICON	74	652084205	PRJNA614995	SAMN29379020	SARS-CoV-2: clinical or host-associated	209631998	UPHL_ID	Utah Public Health Laboratory	2022/5/14	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912588	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619771502	patient isolate	UT-UPHL-220619771502	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619771502	SRP253926
SRR19868936	AMPLICON	74	234514743	PRJNA614995	SAMN29379019	SARS-CoV-2: clinical or host-associated	60445397	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912587	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619004816	patient isolate	UT-UPHL-220619004816	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619004816	SRP253926
SRR19868949	AMPLICON	74	64117382	PRJNA614995	SAMN29379007	SARS-CoV-2: clinical or host-associated	20280793	UPHL_ID	Utah Public Health Laboratory	2022/6/1	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912574	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619166831	patient isolate	UT-UPHL-220619166831	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619166831	SRP253926
SRR19868952	AMPLICON	73	481151725	PRJNA614995	SAMN29379004	SARS-CoV-2: clinical or host-associated	155774867	UPHL_ID	Utah Public Health Laboratory	2022/6/2	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912571	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619941885	patient isolate	UT-UPHL-220619941885	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619941885	SRP253926
SRR19868975	AMPLICON	74	701960192	PRJNA614995	SAMN29378897	SARS-CoV-2: clinical or host-associated	227634738	UPHL_ID	Utah Public Health Laboratory	2022/5/17	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912548	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619750057	patient isolate	UT-UPHL-220619750057	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619750057	SRP253926
SRR19868985	AMPLICON	73	522471626	PRJNA614995	SAMN29378888	SARS-CoV-2: clinical or host-associated	165731053	UPHL_ID	Utah Public Health Laboratory	2022/6/2	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912538	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619425492	patient isolate	UT-UPHL-220619425492	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619425492	SRP253926
SRR19868991	AMPLICON	74	725086673	PRJNA614995	SAMN29378882	SARS-CoV-2: clinical or host-associated	230975663	UPHL_ID	Utah Public Health Laboratory	2022/5/17	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912532	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619678483	patient isolate	UT-UPHL-220619678483	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619678483	SRP253926
SRR19869002	AMPLICON	74	420840894	PRJNA614995	SAMN29379074	SARS-CoV-2: clinical or host-associated	132837342	UPHL_ID	Utah Public Health Laboratory	2022/5/31	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912521	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619677802	patient isolate	UT-UPHL-220619677802	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619677802	SRP253926
SRR19869003	AMPLICON	73	214509811	PRJNA614995	SAMN29379073	SARS-CoV-2: clinical or host-associated	70173793	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912520	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619330382	patient isolate	UT-UPHL-220619330382	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619330382	SRP253926
SRR19869010	AMPLICON	74	92203736	PRJNA614995	SAMN29379067	SARS-CoV-2: clinical or host-associated	21760319	UPHL_ID	Utah Public Health Laboratory	2022/6/7	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912513	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619675076	patient isolate	UT-UPHL-220619675076	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619675076	SRP253926
SRR19869011	AMPLICON	74	615149790	PRJNA614995	SAMN29379066	SARS-CoV-2: clinical or host-associated	139360127	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912512	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619476819	patient isolate	UT-UPHL-220619476819	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619476819	SRP253926
SRR19869016	AMPLICON	73	625365054	PRJNA614995	SAMN29379061	SARS-CoV-2: clinical or host-associated	149831302	UPHL_ID	Utah Public Health Laboratory	2022/6/10	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912507	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619980419	patient isolate	UT-UPHL-220619980419	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619980419	SRP253926
SRR19869019	AMPLICON	74	249303085	PRJNA614995	SAMN29379059	SARS-CoV-2: clinical or host-associated	79756596	UPHL_ID	Utah Public Health Laboratory	2022/5/22	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912504	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619251766	patient isolate	UT-UPHL-220619251766	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619251766	SRP253926
SRR19869021	AMPLICON	74	485215904	PRJNA614995	SAMN29379057	SARS-CoV-2: clinical or host-associated	154965562	UPHL_ID	Utah Public Health Laboratory	2022/5/16	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912502	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619729420	patient isolate	UT-UPHL-220619729420	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619729420	SRP253926
SRR19869022	AMPLICON	74	327934538	PRJNA614995	SAMN29379056	SARS-CoV-2: clinical or host-associated	76809062	UPHL_ID	Utah Public Health Laboratory	2022/6/10	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912501	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619564509	patient isolate	UT-UPHL-220619564509	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619564509	SRP253926
SRR19869023	AMPLICON	74	433894626	PRJNA614995	SAMN29379055	SARS-CoV-2: clinical or host-associated	98610873	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912500	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619139986	patient isolate	UT-UPHL-220619139986	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619139986	SRP253926
SRR19869024	AMPLICON	74	272853720	PRJNA614995	SAMN29379054	SARS-CoV-2: clinical or host-associated	65106783	UPHL_ID	Utah Public Health Laboratory	2022/6/9	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912499	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619209422	patient isolate	UT-UPHL-220619209422	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619209422	SRP253926
SRR19869056	AMPLICON	74	314313093	PRJNA614995	SAMN29378939	SARS-CoV-2: clinical or host-associated	98269405	UPHL_ID	Utah Public Health Laboratory	2022/5/16	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912467	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619337052	patient isolate	UT-UPHL-220619337052	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619337052	SRP253926
SRR19869159	AMPLICON	74	362222295	PRJNA614995	SAMN29378748	SARS-CoV-2: clinical or host-associated	110141189	UPHL_ID	Utah Public Health Laboratory	2022/5/16	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15912364	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220619085664	patient isolate	UT-UPHL-220619085664	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-27T00:00:00Z	UT-UPHL-220619085664	SRP253926
SRR19901826	AMPLICON	74	280814758	PRJNA614995	SAMN29420603	SARS-CoV-2: clinical or host-associated	92195561	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944849	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624902515	patient isolate	UT-UPHL-220624902515	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624902515	SRP253926
SRR19901827	AMPLICON	74	449391484	PRJNA614995	SAMN29420602	SARS-CoV-2: clinical or host-associated	151044766	UPHL_ID	Utah Public Health Laboratory	2022/5/30	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944848	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624862097	patient isolate	UT-UPHL-220624862097	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624862097	SRP253926
SRR19901828	AMPLICON	74	498160407	PRJNA614995	SAMN29420601	SARS-CoV-2: clinical or host-associated	154242229	UPHL_ID	Utah Public Health Laboratory	2022/6/5	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944847	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624613781	patient isolate	UT-UPHL-220624613781	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624613781	SRP253926
SRR19901830	AMPLICON	74	523455121	PRJNA614995	SAMN29420599	SARS-CoV-2: clinical or host-associated	174324003	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944845	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624145614	patient isolate	UT-UPHL-220624145614	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624145614	SRP253926
SRR19901835	AMPLICON	74	511796265	PRJNA614995	SAMN29420594	SARS-CoV-2: clinical or host-associated	174122473	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944840	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624439367	patient isolate	UT-UPHL-220624439367	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624439367	SRP253926
SRR19901842	AMPLICON	74	335169922	PRJNA614995	SAMN29420588	SARS-CoV-2: clinical or host-associated	114198944	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944833	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624952744	patient isolate	UT-UPHL-220624952744	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624952744	SRP253926
SRR19901848	AMPLICON	73	524519945	PRJNA614995	SAMN29420583	SARS-CoV-2: clinical or host-associated	177476304	UPHL_ID	Utah Public Health Laboratory	2022/6/9	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944827	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624299723	patient isolate	UT-UPHL-220624299723	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624299723	SRP253926
SRR19901849	AMPLICON	74	569227315	PRJNA614995	SAMN29420582	SARS-CoV-2: clinical or host-associated	185343242	UPHL_ID	Utah Public Health Laboratory	2022/6/2	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944826	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624729475	patient isolate	UT-UPHL-220624729475	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624729475	SRP253926
SRR19901852	AMPLICON	73	397570502	PRJNA614995	SAMN29420579	SARS-CoV-2: clinical or host-associated	131143106	UPHL_ID	Utah Public Health Laboratory	2022/6/9	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944823	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624501729	patient isolate	UT-UPHL-220624501729	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624501729	SRP253926
SRR19901857	AMPLICON	74	403388993	PRJNA614995	SAMN29420574	SARS-CoV-2: clinical or host-associated	132844154	UPHL_ID	Utah Public Health Laboratory	2022/5/30	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944818	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624121647	patient isolate	UT-UPHL-220624121647	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624121647	SRP253926
SRR19901861	AMPLICON	74	495704318	PRJNA614995	SAMN29420571	SARS-CoV-2: clinical or host-associated	178276986	UPHL_ID	Utah Public Health Laboratory	2022/5/31	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944814	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624962006	patient isolate	UT-UPHL-220624962006	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624962006	SRP253926
SRR19901883	AMPLICON	73	202515407	PRJNA614995	SAMN29420551	SARS-CoV-2: clinical or host-associated	68787744	UPHL_ID	Utah Public Health Laboratory	2022/5/3	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944792	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624979739	patient isolate	UT-UPHL-220624979739	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624979739	SRP253926
SRR19901944	AMPLICON	74	744880263	PRJNA614995	SAMN29420467	SARS-CoV-2: clinical or host-associated	251445833	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944731	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624026392	patient isolate	UT-UPHL-220624026392	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624026392	SRP253926
SRR19902018	AMPLICON	74	498798849	PRJNA614995	SAMN29420632	SARS-CoV-2: clinical or host-associated	164918254	UPHL_ID	Utah Public Health Laboratory	2022/6/2	public	"sra,activ_sars2_vcf"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944657	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624749204	patient isolate	UT-UPHL-220624749204	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624749204	SRP253926
SRR19902023	AMPLICON	73	533714453	PRJNA614995	SAMN29420627	SARS-CoV-2: clinical or host-associated	176223377	UPHL_ID	Utah Public Health Laboratory	2022/6/3	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944652	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624448085	patient isolate	UT-UPHL-220624448085	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624448085	SRP253926
SRR19902029	AMPLICON	73	36892110	PRJNA614995	SAMN29420622	SARS-CoV-2: clinical or host-associated	11931409	UPHL_ID	Utah Public Health Laboratory	2022/5/30	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944646	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624958838	patient isolate	UT-UPHL-220624958838	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624958838	SRP253926
SRR19902032	AMPLICON	73	321596687	PRJNA614995	SAMN29420619	SARS-CoV-2: clinical or host-associated	113092499	UPHL_ID	Utah Public Health Laboratory	2022/6/3	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944643	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624076692	patient isolate	UT-UPHL-220624076692	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624076692	SRP253926
SRR19902036	AMPLICON	73	468283489	PRJNA614995	SAMN29420615	SARS-CoV-2: clinical or host-associated	154684274	UPHL_ID	Utah Public Health Laboratory	2022/6/8	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944639	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624671648	patient isolate	UT-UPHL-220624671648	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624671648	SRP253926
SRR19902037	AMPLICON	74	247352436	PRJNA614995	SAMN29420614	SARS-CoV-2: clinical or host-associated	74585571	UPHL_ID	Utah Public Health Laboratory	2022/6/3	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944638	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624226036	patient isolate	UT-UPHL-220624226036	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624226036	SRP253926
SRR19902040	AMPLICON	74	356977112	PRJNA614995	SAMN29420612	SARS-CoV-2: clinical or host-associated	116833248	UPHL_ID	Utah Public Health Laboratory	2022/5/10	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944635	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624785033	patient isolate	UT-UPHL-220624785033	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624785033	SRP253926
SRR19902041	AMPLICON	74	336738566	PRJNA614995	SAMN29420611	SARS-CoV-2: clinical or host-associated	116517940	UPHL_ID	Utah Public Health Laboratory	2022/6/2	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944634	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624984245	patient isolate	UT-UPHL-220624984245	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624984245	SRP253926
